"","date","topic","dem","rep","public","pubdem","pubrep","media","random","random_us"
"16",19374,"benghazi",0.000323758689255351,0.000467825262971638,4.93145280599665e-05,2.84168409566245e-05,0.00129775178212393,0.00283243887895051,3.92993487536492e-05,7.75217836211976e-05
"17",19375,"benghazi",0.000360190390645676,0.00259617906404129,0.000205298660670642,6.4054933510979e-06,0.00168392515267122,0.000608766233766234,0.000497488581737973,1.73749869687598e-05
"18",19376,"benghazi",0.0003728979946904,0.0024265804571912,3.12975984309471e-05,0.000215580188876062,2.33590282644242e-05,0.00361899247249566,4.00375208767073e-05,0.000624219725343321
"19",19377,"benghazi",0.00943655316658511,0.00804067965264526,1.35769951394357e-05,0.000459649945022261,0.00272273640184691,0.000218245307725884,0.000122503098607788,0.000185375901132853
"20",19378,"benghazi",0.00656523429904725,0.00172347804721314,0.000192792144362758,6.42319691686548e-05,0.000232926488400261,0.000210172341319882,5.95324716559288e-05,1.98641293552104e-05
"21",19379,"benghazi",0.000373831932547461,0.000412990004893905,9.46844168386767e-06,1.57092737079122e-05,6.81973175721755e-05,0.000417850576633796,1.71109818281373e-05,1.53346009936821e-05
"22",19380,"benghazi",0.000301515010076929,0.000227236980491681,1.09056011167336e-05,0.000128342568965257,0.000838633608449441,0.000194024058983314,1.78033090417072e-05,1.70311329109612e-05
"23",19381,"benghazi",0.00142566782810685,0.00450751122953386,0.000151745068285281,0.00150022535574013,0.0105665888579596,0.0165805340223945,2.74589488714372e-05,8.41694162009292e-05
"24",19382,"benghazi",0.000208706391710608,0.00056382801234612,0.00139994837069839,0.00331134311150964,0.00432916672919074,0.00434454098979977,1.67958077663815e-05,0.0001204487576571
"25",19383,"benghazi",0.000310565462625797,0.0013475585598624,1.05128151216333e-05,0.000103209115429075,0.00747752826583983,0.000162443144899285,0.000233461262512954,1.65936545864861e-05
"26",19384,"benghazi",0.0026702786377709,0.00219025616586895,0.000229494033155138,0.000173754000914495,0.00179500796601168,0.00417032484635645,6.62885762686897e-05,2.18064459854333e-05
"27",19385,"benghazi",0.00548061664021764,0.00156797708341186,0.00013593523441276,1.08396383896633e-05,0.000499291702468591,0.000249252243270189,2.02543952037592e-05,0.000213957830856609
"28",19386,"benghazi",0.000247600412884141,0.00147125264033583,3.44534533844776e-05,0.000164334679312612,0.00115069820560295,0.000398618123837364,3.05336052859777e-05,5.07459656957272e-05
"29",19387,"benghazi",0.00015118720078081,0.00210099746641581,1.01271976018796e-05,0.000102499624168045,0.000190302829720338,0.000235626767200754,2.88683602771363e-05,1.62527629697049e-05
"30",19388,"benghazi",0.000760816343840602,0.00134272537852677,7.04608137217402e-05,6.27959258003341e-06,0.000425589104918914,0.00106157112526539,5.66848436065165e-06,1.64967501402224e-05
"31",19389,"benghazi",0.000821588496753844,0.00408752795820871,0.00103625812644531,0.000654356142318866,0.00190382552735073,0.000236071765816808,2.9042750929368e-05,8.33055648117294e-05
"32",19390,"benghazi",0.00043675544820027,0.000270620050708968,0.000115106106902181,0.000301632839102341,0.000354715237906685,0.00015220700152207,2.97342943457266e-05,5.41731373469609e-05
"33",19391,"benghazi",0.00131246433520828,0.00169425714069248,3.91001746474468e-05,0.000955542144437739,8.08986686390533e-05,0.0010998680158381,5.74067459304996e-05,0.000134931955742319
"34",19392,"benghazi",0.0016013428127683,0.00253591082921369,1.22085215480405e-05,2.81214848143982e-05,5.41688334200035e-05,0.00228215767634855,5.89448865310934e-06,0.000124595066035385
"35",19393,"benghazi",0.000432728802061405,0.000265165356160551,6.86813186813187e-06,3.29359067255122e-05,6.13271188519563e-06,0.00136382710868653,4.32653202499005e-06,1.13636363636364e-05
"36",19394,"benghazi",0.000514326382692713,0.000381924705906453,1.04469192035269e-05,0.000835712278314376,0.000259493897419378,0.00018018018018018,5.69515001025127e-06,0.000184273126277348
"37",19395,"benghazi",0.000241627365698307,0.00164450601212846,9.49036727721363e-06,6.63147563595851e-06,0.000310601354524931,0.00016025641025641,9.4508500205695e-05,0.000273250393802038
"38",19396,"benghazi",0.00117527870381642,0.00559057682241078,0.000738726392873967,6.79883603927008e-06,0.00465616045845272,0.00100286532951289,4.12341984660878e-05,0.000120184053293043
"39",19397,"benghazi",0.0013011053595681,0.00262635774217374,0.000268059251022596,0.000557581800530031,0.00930443334554641,0.00270964061608671,5.71827216688206e-06,5.33238535371489e-05
"40",19398,"benghazi",0.00172266726005044,0.00355474366027654,3.69139904023625e-05,0.000156908084895532,0.00580390820821064,0.000588004704037632,7.28940253406139e-05,1.94265288678219e-05
"41",19399,"benghazi",0.00973996350364963,0.0087896904708111,1.37385283288454e-05,3.1963859529492e-05,0.00280789834631609,0.00105086170659941,6.57393042152042e-06,0.000232823942767642
"42",19400,"benghazi",0.000773998460235021,0.00129870310600747,9.39881745787621e-05,0.00013140111127797,0.00586410013674135,0.000365942912905587,2.46628587212801e-05,1.36317784018103e-05
"43",19401,"benghazi",0.000335767703823891,0.000707698350578625,0.000103934389054764,6.08664954289262e-06,0.000262774599456432,0.00028312570781427,5.23609554827156e-06,0.000136994641987336
"44",19402,"benghazi",0.000103575542098487,0.000113023573377594,5.13535323894065e-05,1.79482577369811e-05,3.79238943288608e-06,0.000161969549724652,0.000179348721776813,8.88324873096447e-05
"45",19403,"benghazi",0.00242729518205894,0.000856281282838339,2.85116897928151e-05,6.16659677856984e-06,0.000605263157894737,0.00159525979945305,5.102978098018e-06,0.000228616716454307
"46",19404,"benghazi",0.000423595126953055,0.00167727916757671,3.3374866500534e-05,7.0032915470271e-06,0.00133020652688003,0.000134228187919463,0.000101264013152408,8.03264466793047e-05
"47",19405,"benghazi",0.00146843423097097,0.00136981015588825,0.000131172389669446,0.000563408124938223,0.00267142623830522,0.000803858520900322,6.8675658599566e-06,1.95664083900759e-05
"48",19406,"benghazi",0.00135137509370315,0.00107658505963591,0.000127446260160299,0.00172807567152414,0.000227297037116269,0.00190320826536161,6.83713934089977e-06,6.24947921006583e-05
"49",19407,"benghazi",0.000978661864057703,0.00948595419997444,1.10639051159497e-05,2.6983755779021e-05,0.00485426929392447,0.00163458045768253,6.22385978888668e-06,1.86546282132597e-05
"50",19408,"benghazi",0.000364745433836022,0.000401100417953377,3.26122404609197e-05,7.78166074788834e-05,0.000666654490328944,0.00122729504172803,1.68125623465854e-05,0.000398953146942423
"51",19409,"benghazi",0.0033479662790267,0.000220595518806706,0.000146756677428823,1.97703997574831e-05,7.85175879396985e-05,0.000687757909215956,1.6028894754277e-05,0.000253769219286461
"52",19410,"benghazi",0.00028294572037941,0.000906498775770846,0.000128159627745574,0.000128609527935343,0.00047617336304176,0.000589159465828751,5.44407303768387e-06,0.000138427464008859
"53",19411,"benghazi",0.000618509125631656,0.000355992714356442,3.15789473684211e-05,7.12301445971935e-06,0.0029474607959098,0.00172744721689059,1.70652347038613e-05,1.63741157977469e-05
"54",19412,"benghazi",0.00151286461934555,0.0024348093093566,1.36340086712295e-05,8.63342478368475e-05,0.00490099335570028,0.000292568753657109,4.54114930001427e-05,2.02232648438764e-05
"55",19413,"benghazi",0.00167575206945286,0.0072346523668639,6.92635895162631e-05,0.00036777817403709,0.00724245628704227,0.00029673590504451,8.4740238576364e-05,1.86344663088849e-05
"56",19414,"benghazi",0.000252452871206579,0.00143486948015253,2.3628000756096e-05,0.000255173517992235,0.00337456983505399,0.00244732921898276,4.60183869021445e-05,1.49628920277711e-05
"57",19415,"benghazi",0.000198680964523174,0.000477407208176439,1.0388099393335e-05,0.000680001098991675,9.52727398707755e-05,0.000216637781629116,5.5646444748645e-06,0.000511405901314158
"58",19416,"benghazi",0.000137277443913185,0.00014063063113606,1.03271645736946e-05,2.98903621516278e-05,0.00162008587253196,0.000184774575018477,0.000145960147473808,0.0001150029572189
"59",19417,"benghazi",0.00060205094229377,0.000501088639043856,0.000714371956373003,0.000268001733458021,7.6226484129646e-06,0.000183553597650514,5.37478366495749e-06,0.00020825990836564
"60",19418,"benghazi",0.000943228126976505,0.000342636354398757,1.06103047279518e-05,2.05055296578311e-05,0.00125364022861414,0.000403334229631621,6.89742991150067e-05,0.000138863173486391
"61",19419,"benghazi",0.00116234104929945,0.00102492264734737,9.10154726303472e-05,9.86688672814036e-05,0.000987962752668635,0.00020096463022508,1.97342454940139e-05,0.000633518909579574
"62",19420,"benghazi",0.00300604348167334,0.00225698033317414,6.92118158412004e-05,0.000309234378332267,0.00275024837044755,0.00160183066361556,9.52804421012514e-05,1.94924174496121e-05
"63",19421,"benghazi",0.000296246809481067,0.000343253140499699,5.34290782415422e-05,2.33372228704784e-05,0.000137729372377845,0.000400962309542903,1.66970924796295e-05,1.6480980947986e-05
"64",19422,"benghazi",0.000283442222453122,0.000503007758262836,2.89860673636206e-05,0.00014931186704752,0.00101923702828169,0.000673854447439353,5.02522663772136e-06,1.43319861266374e-05
"65",19423,"benghazi",0.00055028745504936,0.000707960661246223,4.79441546486652e-05,5.72220597398304e-05,0.00212742744926904,0.000194628260023355,2.62834193677261e-05,1.47032876551197e-05
"66",19424,"benghazi",0.000532778663977844,0.000582824722047162,0.000113620472661166,6.17352545344544e-06,3.58886017800747e-05,0.000175808720112518,1.55692103296521e-05,0.000102648326832273
"67",19425,"benghazi",0.000358998957753114,0.000757141426017086,9.37523438085952e-06,1.83668221724277e-05,0.000177196887005089,0.000173611111111111,1.61319811148274e-05,1.56995729716152e-05
"68",19426,"benghazi",0.000779278228903764,0.00292772319356336,6.9721393312324e-05,0.000637717559798285,0.00281664361831937,0.00158227848101266,1.78259474491069e-05,0.000189276619175442
"69",19427,"benghazi",0.00249517179753257,0.00169638596034535,0.000368017882943053,0.000481522956326988,0.00189709112693869,0.00195243166489173,5.87254234103028e-06,0.000120378331900258
"70",19428,"benghazi",0.000834207209941956,0.00205502000681299,3.24682352431871e-05,7.3766863924725e-05,9.21709956310948e-06,0.000577500577500578,0.000120866878271288,0.000613221657194137
"71",19429,"benghazi",0.000731201443945617,0.000813151747129315,0.000693596140706847,1.95180346640296e-05,0.00219634459354705,0.0032932971716389,5.3507983391122e-06,4.6213568303654e-05
"72",19430,"benghazi",0.000322393456842157,0.00267627294845722,6.39211030956077e-05,5.77787535967274e-06,0.00276063657031504,0.000150602409638554,2.45685758087975e-05,7.20648006687613e-05
"73",19431,"benghazi",0.000257336576108281,0.000857772430592207,0.000107524779574202,6.16135352614262e-06,0.00527526156871006,0.000187125748502994,4.84989572724186e-06,1.43579140822421e-05
"74",19432,"benghazi",0.00165465338034284,0.000565032204926984,1.06796531248665e-05,3.37965716757692e-05,0.00194476495328842,0.000678978815860945,5.9146144746747e-05,1.57089446730969e-05
"75",19433,"benghazi",0.00351386871411773,0.00242102865242483,1.35402280174398e-05,0.000103030984226893,0.00193887384700106,0.000218818380743983,0.00028241797860834,1.66500166500167e-05
"76",19434,"benghazi",0.00492610837438424,0.00104707477721813,4.0154192097655e-05,0.000140781619551751,0.00209095036681244,0.000763358778625954,1.74465263965944e-05,4.90388387602982e-05
"77",19435,"benghazi",0.000848681850096391,0.000316886924659418,0.000122420815990384,7.12413085603556e-06,0.000102646411108208,0.00183284457478006,5.42305231076259e-06,1.5653371736272e-05
"78",19436,"benghazi",0.00055108652909094,0.000780953668986016,9.68729414499942e-06,0.000380831085805614,0.00233783973101709,0.000216076058772688,5.22886753186995e-06,4.48819604440322e-05
"79",19437,"benghazi",0.00015213798221414,0.000171900765985782,6.82527301092044e-05,1.93087468623286e-05,0.000451759203486518,0.000976944118796405,2.46830693890447e-05,0.000155459453348031
"80",19438,"benghazi",0.000162716159662526,0.00313347300113292,0.000135391280801516,5.70826937957454e-05,9.7477978838417e-05,0.000173550850399167,7.39083733259753e-05,0.000153790230126108
"81",19439,"benghazi",0.000794835731544592,0.000497883095068424,0.000358687409047121,6.3837393391553e-06,4.53243409840821e-05,0.000771366862079605,5.58954450293705e-05,0.000134513062712979
"82",19440,"benghazi",0.000704228945127682,0.000558862160511626,4.2083999663328e-05,8.74523384755308e-06,1.07392929249538e-05,0.000598563447725459,5.68394966294179e-06,1.65601298314179e-05
"83",19441,"benghazi",0.00645106269802724,0.00223974973375932,0.000152000884368782,0.000118764845605701,0.000120542661143621,0.000273822562979189,5.80497602544901e-06,8.85614084806405e-05
"84",19442,"benghazi",0.000267479792755814,0.000304088094631107,5.45220596253244e-05,5.24101166499453e-05,0.00171649653067897,0.000392978779145926,8.88405781953866e-05,7.36420407682338e-05
"85",19443,"benghazi",0.00194205337258628,0.000777107505520585,0.000113735059349022,6.2728960706579e-06,0.000294736171297476,0.00117370892018779,5.15293923654052e-06,7.46714456391876e-05
"86",19444,"benghazi",0.000745703867692544,0.00081924291993923,5.3999179212476e-05,0.000164779393348185,7.88864735993268e-05,0.000223413762287757,5.20773661351304e-06,4.47053914702113e-05
"87",19445,"benghazi",0.000449137637258864,0.00255670171993068,0.000577682547685068,6.62304289082576e-06,0.0012516200046159,0.000167897918065816,1.55871686427733e-05,0.000139578163771712
"88",19446,"benghazi",0.000540078290773396,0.000384718919646462,0.000174382106070822,2.33082122601196e-05,0.000751401142129736,0.000165234633179114,3.85322514945009e-05,4.72768532526475e-05
"89",19447,"benghazi",0.00133299319346483,0.00178514706816594,7.27907992429757e-05,1.14421712664195e-05,0.00174432815590072,0.00025706940874036,4.2074893310092e-05,1.72425684529968e-05
"90",19448,"benghazi",0.00175576033699603,0.00387395821363633,1.3646288209607e-05,1.22336130752857e-05,3.29019521824962e-05,0.000227272727272727,5.70138429610709e-06,4.99800079968013e-05
"91",19449,"benghazi",0.000953631346015756,0.00120608952722846,1.07452935614201e-05,0.000291341335508682,0.000215313948242628,0.000125849484017116,3.73405027098536e-05,1.50087050489284e-05
"92",19450,"benghazi",0.00184946807444954,0.00450635880726087,0.000116009280742459,5.96587519389094e-05,0.000366061181685069,0.000216450216450216,6.95685678507594e-05,4.84856320910237e-05
"93",19451,"benghazi",0.000316091401159509,0.000288599521560831,1.00627918209628e-05,1.9935144330445e-05,0.0021206915064963,0.00188679245283019,0.000182200566383475,4.61609478381289e-05
"94",19452,"benghazi",0.00040816462491825,0.00130970379763298,0.000244939548919327,2.02216290544366e-05,0.000251457522305214,0.000183284457478006,5.18849813732917e-06,0.000105829704886309
"95",19453,"benghazi",0.00133801859099012,0.000336955559216368,3.03539267863286e-05,7.28592623993217e-05,0.00117082422154704,0.000139392249790912,2.68390088890797e-05,0.000309415058199499
"96",19454,"benghazi",0.00110910427446634,0.00155640676195002,0.000171912192541656,3.00078020285274e-05,0.00532422328219673,0.000210260723296888,1.83967817896389e-05,0.000356960734319225
"97",19455,"benghazi",0.00129496696304756,0.00535721390772519,1.31933083540028e-05,7.15307582260372e-05,0.00126190352292241,0.000243072435585805,6.10933261650497e-06,5.45454545454545e-05
"98",19456,"benghazi",0.000295942590147561,0.00113880527577219,0.000237416904083571,7.09119273861864e-05,0.0109830974981474,0.00912271932016996,4.89883897516289e-06,0.000225036005760922
"99",19457,"benghazi",0.000110211549275032,0.000222649301291295,9.18290510385866e-06,5.35478420219665e-05,0.00244648818485305,0.000166611129623459,4.99305964709054e-06,1.35321659584833e-05
"100",19458,"benghazi",0.000132485037653611,0.000786049012054026,6.71707672820788e-05,0.000331079668223322,0.00135914332784185,0.000181028240405503,7.57598715112579e-05,1.41940612047919e-05
"101",19459,"benghazi",0.000654916992320512,0.00185899932090579,1.00040016006403e-05,0.000109752997989787,0.000733448265432659,0.00114491331370625,1.49099439386108e-05,1.51359205666889e-05
"102",19460,"benghazi",0.000688777565489618,0.000247179474592773,0.000273772586238365,4.57582135993411e-05,5.77074003970269e-06,0.000128008192524322,1.55221656525518e-05,1.39610208298431e-05
"103",19461,"benghazi",0.000936417267534413,0.00155210542534486,0.000115207373271889,2.74413669459588e-05,9.95889691636337e-05,0.000221141088014153,1.73963467671789e-05,0.000146303400741271
"104",19462,"benghazi",0.00280461605624741,0.00110368409940886,1.36459157774078e-05,0.000314618601063614,0.00731515297307936,0.000236183278223902,5.83103979101553e-06,0.000420719598801791
"105",19463,"benghazi",0.000528478871281954,0.000218862233291476,7.23976658992514e-06,6.22617291518995e-05,0.00141643059490085,0.000688073394495413,2.289293432475e-05,1.26367932873354e-05
"106",19464,"benghazi",0.00061284635223193,0.000279804387139524,8.76516373325854e-06,5.79582468789484e-06,0.0017135116830342,0.000564121850319669,4.86537507176428e-06,1.39365052819355e-05
"107",19465,"benghazi",0.000156001910915488,0.000166743506313805,8.91583452211127e-06,1.25056275323896e-05,0.00121520972167777,0.000217864923747277,7.49655158627032e-05,7.04662044083657e-05
"108",19466,"benghazi",0.000540647232724816,0.000607333293224138,0.00010589078587254,1.28056276464964e-05,0.00131033807809832,0.000163025758069775,0.000101719544683943,1.27544513035049e-05
"109",19467,"benghazi",0.000276395129635368,0.000432694034999732,7.22898533961773e-06,3.78767010082089e-05,9.98133923534262e-05,0.00033459736783404,1.40320679526277e-05,1.35157052494999e-05
"110",19468,"benghazi",0.000525497015243577,0.000735709116715982,9.5143857512559e-06,3.68471475043953e-05,0.00113228582378149,0.000117980179329873,5.81918214040099e-05,1.31610118185886e-05
"111",19469,"benghazi",0.00187307956729757,0.00255756719096168,1.34354426978369e-05,0.000148685619126918,0.00171330067901364,0.00023084025854109,2.90697674418605e-05,8.38982482045775e-05
"112",19470,"benghazi",0.000186012973851138,0.0010683524076579,0.000178503927086396,4.82219864702884e-05,0.000200767735821782,0.00011258725512272,3.49095841769816e-05,1.35751520417029e-05
"113",19471,"benghazi",0.0018799511157411,0.000299610794827147,0.000336954745956543,3.18971126733608e-05,0.00305091825926092,0.00111507582515611,0.00015205551408587,0.000114188431673795
"114",19472,"benghazi",0.000349129958210591,0.000191451351731906,9.65922262576308e-06,6.15702886415131e-06,0.00351311515290279,0.000264690312334569,4.80339696233176e-06,1.30941469163284e-05
"115",19473,"benghazi",0.000267007061856763,0.00110946789709259,6.5180550123843e-05,0.000170060048789642,0.00200019514098936,0.000525762355415352,5.38946213167926e-05,9.29738345065746e-05
"116",19474,"benghazi",0.000228492117780978,0.000985474116397543,0.00341300228178056,0.000263164050621067,0.00332408784170193,0.000512645249487355,2.38444957366042e-05,0.00071417441437698
"117",19475,"benghazi",0.00286569901563239,0.00100836026055291,0.00485371625255459,2.67756734081862e-05,0.00395189691051705,0.000293083235638921,0.000551575182600416,0.0003295978905735
"118",19476,"benghazi",0.00137537836939632,0.00189674388981769,0.000281486247386199,0.000173003337946756,0.0020320804174783,0.000176740897843761,0.000101100208147487,8.5260214173658e-05
"119",19477,"benghazi",0.000728155553918687,0.00106129268766431,0.000397704065180472,5.73972270761853e-05,0.00208506302362442,0.000118343195266272,5.59380816289169e-05,4.56370938298649e-05
"120",19478,"benghazi",0.000632971233693997,0.00805894487059003,0.000132426045147095,0.000377228203882254,0.00597820779329492,0.00376344086021505,4.71426820414667e-06,0.000146709701512444
"121",19479,"benghazi",0.000455236422935516,0.00316999887821493,1.00676546391753e-05,5.82669090570083e-06,0.00600225530639337,0.0014724442574674,5.31149504099508e-05,1.32289131124987e-05
"122",19480,"benghazi",0.00572176507215877,0.0669380343568985,0.00404916987185682,0.0017848188916215,0.0270245767880396,0.0015750787539377,0.000632344660149363,0.00250942660252243
"123",19481,"benghazi",0.0025175590982826,0.0071224132176235,0.000182170319660971,8.29166241453209e-05,0.00437262978945992,0.00159857904085258,4.95279981773697e-06,1.42555739294064e-05
"124",19482,"benghazi",0.00344202898550725,0.00215657919176374,1.33461456331411e-05,9.04731747037004e-06,0.00306045203849897,0.000700280112044818,1.74420632798056e-05,1.6431693450327e-05
"125",19483,"benghazi",0.00136644734102361,0.0053163615463935,0.000179766580009956,1.03103412722961e-05,0.0095272272643082,0.00155348424323125,1.81884321571481e-05,1.72884755022302e-05
"126",19484,"benghazi",0.000256436504023598,0.0023306885591318,0.000879662209711471,0.000334274253454167,0.00344467271181638,0.000645827951433738,1.56388468956889e-05,1.51231020506926e-05
"127",19485,"benghazi",0.000277469225323625,0.000171262845902438,9.5635209058567e-06,6.14862455268756e-06,0.00905514131620053,0.00108506944444444,0.000102518038292928,1.43278791873227e-05
"128",19486,"benghazi",0.00016015846225447,0.0068160075775515,0.00108489551771996,0.000173592405032983,0.0209677585337491,0.0133880756872546,1.34722471708281e-05,9.37207122774133e-05
"129",19487,"benghazi",0.000331002642984147,0.0195603074462932,9.93068382688832e-06,0.00109130378357971,0.0210773696385684,0.001677340652638,4.401882049125e-05,1.39109145035195e-05
"130",19488,"benghazi",0.000565245109517392,0.0123994868311762,0.000453509956125548,3.42030016554253e-05,0.0174724221865451,0.00012827090815803,5.05724804790225e-06,1.42081782273877e-05
"131",19489,"benghazi",0.000894519672546578,0.00196094162225877,0.000252109760628417,0.000408439760116356,0.0188332435137424,0.00429264650989175,1.66590775313468e-05,1.61056530842326e-05
"132",19490,"benghazi",0.00180753192978364,0.00383750967537373,1.38538693857194e-05,1.01421935536218e-05,0.00874700012631047,0.00498522895125554,5.51511140525039e-06,1.55758387589172e-05
"133",19491,"benghazi",0.000234400796408277,0.00581234629481987,7.30414458032472e-05,3.64139538271066e-05,0.00974272173324306,0.00416567483932397,0.000157686986245625,1.4680407528113e-05
"134",19492,"benghazi",0.0013461524348559,0.000349528390104716,9.2385580458602e-06,6.75028013662567e-06,0.00518020562648288,0.00112648857418732,4.75041328595588e-06,0.000256126823218571
"135",19493,"benghazi",0.000567611782646741,0.00201514351771608,0.000130239640939328,0.00032351784422933,0.0112834564184581,0.000834445927903872,2.37011755783087e-05,0.000145818972373933
"136",19494,"benghazi",0.000183525516445457,0.000597672576872939,6.5945660775521e-05,0.000604321897703577,0.00532916495666659,0.00158000574547544,4.68419178954863e-06,0.000171812222457179
"137",19495,"benghazi",0.000232777577721368,0.00028923842982928,1.01889022476718e-05,0.004064090897912,0.00912137006701415,0.00513888888888889,9.2755321226323e-05,4.05109784751668e-05
"138",19496,"benghazi",0.00729748465042583,0.00202689117868811,6.68824741164825e-05,0.00434022937229317,0.00731266240606784,0.000636402206194315,5.44122928251951e-06,1.61535230833845e-05
"139",19497,"benghazi",0.00374732463658638,0.0086595695970696,1.45175807903371e-05,8.72769588828549e-05,0.0107222201302858,0.00951137635210742,5.86085270078749e-05,1.53964588144727e-05
"140",19498,"benghazi",0.000217737109018175,0.00131099002918788,0.000188704377941568,3.5634870859228e-05,0.0068813827831056,0.000573000229200092,4.93715007948812e-06,3.8723667905824e-05
"141",19499,"benghazi",0.00013286951242469,0.00101507236572879,0.00013529114654737,3.89256520046711e-05,0.00833877041768254,0.000176056338028169,3.07424746813762e-05,1.16541966762231e-05
"142",19500,"benghazi",0.000406189651957232,0.00154365354833404,6.94789081885856e-05,0.000768793446520402,0.0204352624680968,0.00968672712283594,4.40827698085926e-06,6.04697288537358e-05
"143",19501,"benghazi",0.000167353099798127,0.000237540848351982,1.00284808857154e-05,0.000780698419594852,0.0188673067099766,0.000195160031225605,0.000133410619485311,1.26997028269538e-05
"144",19502,"benghazi",0.000498439667128988,0.00283032346695403,1.1101243339254e-05,3.68427257722235e-05,0.0119977249669505,0.00255255255255255,4.83689974074217e-06,4.32376340366655e-05
"145",19503,"benghazi",0.00111408199643494,0.00943129196245599,4.21111734980348e-05,1.04508496540769e-05,0.00902580305423907,0.00119104335397808,6.02475627122357e-05,1.61906612266045e-05
"146",19504,"benghazi",0.00117274407800026,0.00102597801972514,0.000103854485030118,1.27707396812423e-05,0.00259398496240601,0.00244988864142539,5.85301898719359e-06,0.000266023481005923
"147",19505,"benghazi",0.00112676354925218,0.000325788751714678,1.23404990497816e-05,0.000395987328405491,0.00113479163064154,0.000193723363037582,5.15352346399233e-06,1.64015089388224e-05
"148",19506,"benghazi",0.00262705249768733,0.000843024286823324,0.000160578940607203,5.48537755070056e-05,0.00437302855270165,0.000241896468311563,4.47565245066836e-05,4.47574148117205e-05
"149",19507,"benghazi",0.000245038892508667,0.00126236979166667,1.02580936358787e-05,0.000287050520891677,0.00270968607909263,0.00135135135135135,6.00484082552704e-05,0.000277741039545034
"150",19508,"benghazi",0.000370890781090187,0.000374585717611205,5.15315166755988e-05,6.90140650664605e-06,0.0295816830872967,0.0020670647680294,4.64174975398726e-06,3.8737668508858e-05
"151",19509,"benghazi",0.00175260645117754,0.0022803050471487,5.11122015047432e-05,0.000606538928106868,0.00424357210499044,0.00111607142857143,2.28996445975158e-05,0.000117819552809342
"152",19510,"benghazi",0.00104790063645863,0.00247884643601908,0.000450705676316061,0.000385924635845472,0.000343828794098648,0.000808276753960556,5.43307001054016e-06,7.91039108973548e-05
"153",19511,"benghazi",0.00114292945871019,0.00276052961507183,0.000204811709768153,5.44117006921168e-05,0.00251664231206365,0.00213270142180095,5.39653758148772e-06,4.70352136966542e-05
"154",19512,"benghazi",0.000245255672639516,0.000220704005449866,0.000100468854655057,6.86492572150369e-06,2.84101670517823e-05,0.000125817815802718,2.47826561059508e-05,1.46382879058465e-05
"155",19513,"benghazi",0.00777513371195628,0.000362845792290349,0.000239019446622177,6.41395676993137e-06,0.00136368939968497,0.000259470679813181,4.60235640648012e-06,0.000171685155837295
